upstream,downstream,downstream_j,region,pop,lwr,upr,samp
0,0,DS Juv = 0.6,SNE,438288.5625,95923,943345.6,32
0,0,DS Juv = 0.7,CAN-NNE,36803953.7963002,13703229.4,71862005.325,356
0,0,DS Juv = 0.7,MAT,36770250.9989073,12291580.925,66692726.575,568
0,0,DS Juv = 0.7,MNE,98384.1935483871,27196,241467,31
0,0,DS Juv = 0.7,SAT,33320198.3164696,10138032.2,67373343.75,455
0,0,DS Juv = 0.7,SNE,412582.967741935,111464.5,812397,31
0,0,DS Juv = 0.8,CAN-NNE,39871959.4040854,13859551.075,74794310.1,383
0,0,DS Juv = 0.8,MAT,35848085.0777506,12635545.25,65080953.175,561
0,0,DS Juv = 0.8,MNE,99917.1627906977,21039.8,194015.3,43
0,0,DS Juv = 0.8,SAT,37475565.5681402,11255603.075,68137631.025,443
0,0,DS Juv = 0.8,SNE,437322.974358974,88252.8,928828.05,39
0,0,DS Juv = 0.9,CAN-NNE,39059635.8338835,12831106.025,71019479,413
0,0,DS Juv = 0.9,MAT,38977221.2101329,12106348.85,72079627.2,577
0,0,DS Juv = 0.9,MNE,98085.6333333333,36157.525,185741.675,30
0,0,DS Juv = 0.9,SAT,33395803.0355843,11727409.325,68454544.175,423
0,0,DS Juv = 0.9,SNE,375287.941176471,91621.3,754430.175,34
0,0,DS Juv = 1,CAN-NNE,40279824.4814595,14296449.225,65940213.65,399
0,0,DS Juv = 1,MAT,34918852.2560894,11240237.375,67069994.525,602
0,0,DS Juv = 1,MNE,84404.3333333333,38870.65,168191.6,24
0,0,DS Juv = 1,SAT,34578298.8256919,12421515.375,66663156.5,435
0,0,DS Juv = 1,SNE,390131.6,89615.8,821390.6,25
0,0.1,DS Juv = 0,CAN-NNE,38961941.0890047,11690474.7,73183382.55,368
0,0.1,DS Juv = 0,MAT,34548123.7500192,11738101.25,64984006.15,572
0,0.1,DS Juv = 0,MNE,103897.75,38381.5,205014.125,36
0,0.1,DS Juv = 0,SAT,35622071.2447704,11455566,70159192.5,442
0,0.1,DS Juv = 0,SNE,399499.542857143,66913.7,781855.15,35
0,0.1,DS Juv = 0.1,CAN-NNE,35804009.8489325,13652822.525,66268886.325,373
0,0.1,DS Juv = 0.1,MAT,34936254.3268243,12262387.025,66899752.875,656
0,0.1,DS Juv = 0.1,MNE,104057.484848485,31966.4,181682.6,33
0,0.1,DS Juv = 0.1,SAT,33933414.9627623,11872898.925,64520383.45,421
0,0.1,DS Juv = 0.1,SNE,364171.371428571,64349.1,846744.75,35
0,0.1,DS Juv = 0.2,CAN-NNE,36270334.6304909,13017741.75,68455405.8,374
0,0.1,DS Juv = 0.2,MAT,34977319.8028161,12243248.2,65086450.8,645
0,0.1,DS Juv = 0.2,MNE,127584.125,61070.5,189823.625,16
0,0.1,DS Juv = 0.2,SAT,35161522.5362217,10730021.3,68870691.55,442
0,0.1,DS Juv = 0.2,SNE,393863.869565217,128872.8,664373.4,23
0,0.1,DS Juv = 0.3,CAN-NNE,38961699.9846121,13933501.875,73703193.2,422
0,0.1,DS Juv = 0.3,MAT,35452111.7672562,11818108.625,65903299.55,615
0,0.1,DS Juv = 0.3,MNE,101506.411764706,37684.2,197612.8,17
0,0.1,DS Juv = 0.3,SAT,37241071.4291665,11843541.9,69695939.675,422
0,0.1,DS Juv = 0.3,SNE,332631.166666667,95776.75,633969.725,24
0,0.1,DS Juv = 0.4,CAN-NNE,39415710.8903093,13180904.45,73669433.5,400
0,0.1,DS Juv = 0.4,MAT,37386231.8235236,12527691.45,68767316.425,598
0,0.1,DS Juv = 0.4,MNE,104857.821428571,25606.925,205032.55,28
0,0.1,DS Juv = 0.4,SAT,33602454.4405412,10795561.7,69088312.625,423
0,0.1,DS Juv = 0.4,SNE,430551.75,116625.25,936494.125,36
0,0.1,DS Juv = 0.5,CAN-NNE,36086667.7259435,11594313.35,75780596.375,426
0,0.1,DS Juv = 0.5,MAT,35387672.6498958,11785134.35,69055403.8,577
0,0.1,DS Juv = 0.5,MNE,103279.736842105,31248.675,186718.65,38
0,0.1,DS Juv = 0.5,SAT,36053786.2035497,11344624.825,73510526.075,379
0,0.1,DS Juv = 0.5,SNE,474822.3125,137238.4,773072.1,32
0,0.1,DS Juv = 0.6,CAN-NNE,40097815.9104599,13644061.575,73788303.075,385
0,0.1,DS Juv = 0.6,MAT,35780093.8392404,11993428.525,69039083.2,596
0,0.1,DS Juv = 0.6,MNE,95182,27085.85,197307.9,27
0,0.1,DS Juv = 0.6,SAT,33301366.0347169,11522750.975,63333850.025,414
0,0.1,DS Juv = 0.6,SNE,439075.795454545,130235.35,860019.525,44
0,0.1,DS Juv = 0.7,CAN-NNE,39329537.7040256,13064640.1,70266139.65,416
0,0.1,DS Juv = 0.7,MAT,35956482.0821105,11336534.275,64624150.425,629
0,0.1,DS Juv = 0.7,MNE,105760.322580645,31371.5,191626.25,31
0,0.1,DS Juv = 0.7,SAT,35062687.611601,11755087.35,65512490.875,409
0,0.1,DS Juv = 0.7,SNE,443886.5,121769.425,805733.1,38
0,0.1,DS Juv = 0.8,CAN-NNE,36755379.8016041,13398237.275,72014481.775,396
0,0.1,DS Juv = 0.8,MAT,35819335.2409376,11670508.775,66552993.775,585
0,0.1,DS Juv = 0.8,MNE,89398.8684210526,35838.825,185937.95,38
0,0.1,DS Juv = 0.8,SAT,32950667.9713342,11496093.425,64368141.65,438
0,0.1,DS Juv = 0.8,SNE,373274.684210526,125373.95,860047.9,19
0,0.1,DS Juv = 0.9,CAN-NNE,37188931.0139538,12709295.3,71600047.95,370
0,0.1,DS Juv = 0.9,MAT,35971919.3826116,12311876.65,67466627.975,599
0,0.1,DS Juv = 0.9,MNE,83405.9393939394,29575,171039.4,33
0,0.1,DS Juv = 0.9,SAT,36246020.4087812,12296988.825,66863624.575,442
0,0.1,DS Juv = 0.9,SNE,436789.15,92740.55,870812.15,40
0,0.1,DS Juv = 1,CAN-NNE,40630708.3800785,14853779.55,73110674.975,402
0,0.1,DS Juv = 1,MAT,35531145.0218499,11636552.15,69399827.8,630
0,0.1,DS Juv = 1,MNE,115185.821428571,35401.975,202192,28
0,0.1,DS Juv = 1,SAT,37437417.70163,12699643.275,68356569.2,405
0,0.1,DS Juv = 1,SNE,467656.482758621,90687.7,908848.3,29
0,0.2,DS Juv = 0,CAN-NNE,36021558.3219965,12785802.275,68216004.6,398
0,0.2,DS Juv = 0,MAT,36551498.8944357,12751898.725,67762098.5,600
0,0.2,DS Juv = 0,MNE,91167.1363636364,28464.3,166212.625,22
0,0.2,DS Juv = 0,SAT,33111887.5861401,11477437.475,62864356.525,453
0,0.2,DS Juv = 0,SNE,368168.060606061,109303,742772.2,33
0,0.2,DS Juv = 0.1,CAN-NNE,39111637.4266406,14201533.225,68764717.925,384
0,0.2,DS Juv = 0.1,MAT,35493888.0259565,11738768.8,66349440.9,590
0,0.2,DS Juv = 0.1,MNE,106135.620689655,35592.9,179706.8,29
0,0.2,DS Juv = 0.1,SAT,35687125.6389652,11598715.575,69466752.625,411
0,0.2,DS Juv = 0.1,SNE,437817.837837838,72885.3,1029900.7,37
0,0.2,DS Juv = 0.2,CAN-NNE,42106100.8568442,14187266.5,74476254.025,413
0,0.2,DS Juv = 0.2,MAT,36246877.3497178,11745365.95,66687801.075,623
0,0.2,DS Juv = 0.2,MNE,98962.2608695652,33958.6,180322.25,23
0,0.2,DS Juv = 0.2,SAT,34908167.4745499,11839990.75,66180553.45,422
0,0.2,DS Juv = 0.2,SNE,413431.961538462,108628.875,818487.125,26
0,0.2,DS Juv = 0.3,CAN-NNE,39393662.1468057,13423438.05,72641927.575,409
0,0.2,DS Juv = 0.3,MAT,35745949.5054827,11625700.225,64934352.175,578
0,0.2,DS Juv = 0.3,MNE,84811.2058823529,31756.15,187347.825,34
0,0.2,DS Juv = 0.3,SAT,36540481.3053485,12108870.1,70294015.45,464
0,0.2,DS Juv = 0.3,SNE,474946.433333333,112229.225,995385.35,30
0,0.2,DS Juv = 0.4,CAN-NNE,36563970.6874372,13561256.95,67659058.05,378
0,0.2,DS Juv = 0.4,MAT,35194151.6963857,11780684.6,64225786.45,634
0,0.2,DS Juv = 0.4,MNE,105845.166666667,34694.3,190761.05,30
0,0.2,DS Juv = 0.4,SAT,36890512.540249,12456617.75,68926830.575,413
0,0.2,DS Juv = 0.4,SNE,394815.68,128775.8,773139.8,25
0,0.2,DS Juv = 0.5,CAN-NNE,36457307.054149,12328343.375,67315626.225,406
0,0.2,DS Juv = 0.5,MAT,34763059.4591186,12956278.9,66571137.2,579
0,0.2,DS Juv = 0.5,MNE,95415.7857142857,27500.675,191010,28
0,0.2,DS Juv = 0.5,SAT,35694722.6671918,11360210.75,68976168.2,424
0,0.2,DS Juv = 0.5,SNE,427765.173913043,117619.25,914833.9,23
0,0.2,DS Juv = 0.6,CAN-NNE,37231898.2355521,13540292.3,70127259.25,401
0,0.2,DS Juv = 0.6,MAT,35271897.3648593,12292348.125,67139857.65,608
0,0.2,DS Juv = 0.6,MNE,100353.322580645,31394,207175,31
0,0.2,DS Juv = 0.6,SAT,35090444.7034536,11620106.375,69403679.425,449
0,0.2,DS Juv = 0.6,SNE,494090.361111111,114846.75,896746.875,36
0,0.2,DS Juv = 0.7,CAN-NNE,39409971.7699139,13341592.325,70985733.075,403
0,0.2,DS Juv = 0.7,MAT,35482334.1365952,12296860.425,68257654.575,592
0,0.2,DS Juv = 0.7,MNE,103723.866666667,31193.025,187929.825,30
0,0.2,DS Juv = 0.7,SAT,36678324.1521252,11936331.9,70460062.25,433
0,0.2,DS Juv = 0.7,SNE,400251.09375,118266.675,819022.325,32
0,0.2,DS Juv = 0.8,CAN-NNE,40563636.6795248,14270527.3,72954289.875,422
0,0.2,DS Juv = 0.8,MAT,36064463.2462868,12057977.075,64930508.3,633
0,0.2,DS Juv = 0.8,MNE,101875.882352941,31732.5,192098.875,34
0,0.2,DS Juv = 0.8,SAT,34764375.9689151,11712941,67532034.6,430
0,0.2,DS Juv = 0.8,SNE,397683.107142857,86445.25,879367.775,28
0,0.2,DS Juv = 0.9,CAN-NNE,39451134.3289609,13317890.925,73373437.025,391
0,0.2,DS Juv = 0.9,MAT,35608367.0553566,12076557.575,68086207.1,644
0,0.2,DS Juv = 0.9,MNE,110627.484848485,35185,199187.6,33
0,0.2,DS Juv = 0.9,SAT,35309649.4415105,12411387.1,66685418.075,423
0,0.2,DS Juv = 0.9,SNE,397430.421052632,74615.4,832132.575,38
0,0.2,DS Juv = 1,CAN-NNE,36775619.6732558,14324060.525,67622403.05,366
0,0.2,DS Juv = 1,MAT,35769420.2635701,12567357.275,67249941.35,595
0,0.2,DS Juv = 1,MNE,87438.7142857143,27860.35,205713.225,28
0,0.2,DS Juv = 1,SAT,34791101.4731539,11180902.05,74196772.45,458
0,0.2,DS Juv = 1,SNE,371142.666666667,73976.8,815732.6,33
0,0.3,DS Juv = 0,CAN-NNE,37028334.0808256,13822074.85,69516813.575,391
0,0.3,DS Juv = 0,MAT,37198691.6812637,11640642.575,69609713.8,594
0,0.3,DS Juv = 0,MNE,101643.888888889,35597.6,183415.1,27
0,0.3,DS Juv = 0,SAT,33810403.6306944,11015992,66712672.95,435
0,0.3,DS Juv = 0,SNE,384959.46875,86342.65,780576.6,32
0,0.3,DS Juv = 0.1,CAN-NNE,38235929.72097,12437444.225,72536390.025,424
0,0.3,DS Juv = 0.1,MAT,37064464.4640573,12128883.3,67600442,629
0,0.3,DS Juv = 0.1,MNE,95260.3703703704,35502.9,188641.95,27
0,0.3,DS Juv = 0.1,SAT,37858720.3893728,12024756.125,70851991.05,450
0,0.3,DS Juv = 0.1,SNE,506247,174292.375,921750.125,26
0,0.3,DS Juv = 0.2,CAN-NNE,39338730.9493447,14607238.35,72536702.875,421
0,0.3,DS Juv = 0.2,MAT,36273002.9750361,11585792.625,68131160.375,603
0,0.3,DS Juv = 0.2,MNE,102833.371428571,33582.1,176754.3,35
0,0.3,DS Juv = 0.2,SAT,34664451.3372239,11341632.75,66065616.275,403
0,0.3,DS Juv = 0.2,SNE,376073.676470588,87635.425,727588.599999999,34
0,0.3,DS Juv = 0.3,CAN-NNE,38856634.6697935,14759925.35,70684185.775,386
0,0.3,DS Juv = 0.3,MAT,34143166.4396183,11842989,66279026.55,615
0,0.3,DS Juv = 0.3,MNE,86355.8125,30780.025,176310.725,32
0,0.3,DS Juv = 0.3,SAT,34609533.8561542,11132931.225,66931185.875,407
0,0.3,DS Juv = 0.3,SNE,427659.222222222,130842.85,853787.7,27
0,0.3,DS Juv = 0.4,CAN-NNE,39956240.6125519,13146702.3,72314509.5,406
0,0.3,DS Juv = 0.4,MAT,37108738.3685043,12327173.1,67163943.375,618
0,0.3,DS Juv = 0.4,MNE,96340.2258064516,33627,176039.75,31
0,0.3,DS Juv = 0.4,SAT,34413737.0101426,10561016.75,66520664.375,458
0,0.3,DS Juv = 0.4,SNE,442216.307692308,129277.95,849159.85,39
0,0.3,DS Juv = 0.5,CAN-NNE,40811155.2041692,13256935.05,71594455.675,380
0,0.3,DS Juv = 0.5,MAT,36929235.1917064,12360309.625,66056447.45,615
0,0.3,DS Juv = 0.5,MNE,90200.25,33866.625,179897.5,36
0,0.3,DS Juv = 0.5,SAT,35993162.5888978,12140425.5,68906380.65,416
0,0.3,DS Juv = 0.5,SNE,454933.870967742,112162.75,890090.5,31
0,0.3,DS Juv = 0.6,CAN-NNE,39323532.413233,13251038.125,70024186.875,423
0,0.3,DS Juv = 0.6,MAT,35423339.4784931,11838823.675,66108176.175,622
0,0.3,DS Juv = 0.6,MNE,105424.653846154,33376.875,193770.875,26
0,0.3,DS Juv = 0.6,SAT,35548551.5279199,11226542.925,66070554.725,434
0,0.3,DS Juv = 0.6,SNE,393698.162162162,83342.4,844195,37
0,0.3,DS Juv = 0.7,CAN-NNE,38068344.089691,13490940.5,74896573.025,400
0,0.3,DS Juv = 0.7,MAT,33051471.8683374,11356027.625,63605569.775,615
0,0.3,DS Juv = 0.7,MNE,104139.866666667,31420.475,194059.725,30
0,0.3,DS Juv = 0.7,SAT,35211289.4432672,11379797.025,69090782.125,422
0,0.3,DS Juv = 0.7,SNE,420092.486486487,94764.1,883855.9,37
0,0.3,DS Juv = 0.8,CAN-NNE,40890091.9475668,12302229.875,73026913.25,385
0,0.3,DS Juv = 0.8,MAT,33961439.6849324,12601861.3,66373648.225,607
0,0.3,DS Juv = 0.8,MNE,95029.9523809524,38724.95,179211.625,42
0,0.3,DS Juv = 0.8,SAT,37268083.7090286,12275148.8,69378989.9,458
0,0.3,DS Juv = 0.8,SNE,362914.617647059,81039.025,815361.675,34
0,0.3,DS Juv = 0.9,CAN-NNE,37626936.1031594,13979905.8,70871485.325,372
0,0.3,DS Juv = 0.9,MAT,36728562.2693542,13104937.275,66109880.625,662
0,0.3,DS Juv = 0.9,MNE,94543.9333333333,20702.125,193269.975,30
0,0.3,DS Juv = 0.9,SAT,34659734.6834231,11115745.025,67521364.125,460
0,0.3,DS Juv = 0.9,SNE,399409.029411765,90324.1,836056.65,34
0,0.3,DS Juv = 1,CAN-NNE,41343949.161192,13993666.525,77548977.55,367
0,0.3,DS Juv = 1,MAT,35024018.7011566,12017103.175,65258375.825,613
0,0.3,DS Juv = 1,MNE,98444.5862068966,36543.8,190915.3,29
0,0.3,DS Juv = 1,SAT,36679657.8285814,11140721.95,71881210.75,448
0,0.3,DS Juv = 1,SNE,430121.130434783,98897.5,800824.8,23
0,0.4,DS Juv = 0,CAN-NNE,37416853.4660619,13407145.8,68423924.625,390
0,0.4,DS Juv = 0,MAT,36205134.8791038,11952177.9,67005516.85,620
0,0.4,DS Juv = 0,MNE,88402.5185185185,31094.6,197685.95,27
0,0.4,DS Juv = 0,SAT,34319076.4786134,11255794.725,66148450.15,448
0,0.4,DS Juv = 0,SNE,473578.25,89647,915411.875,36
0,0.4,DS Juv = 0.1,CAN-NNE,39249039.3861487,14178222.725,74958488,388
0,0.4,DS Juv = 0.1,MAT,34629964.3016266,12346613.95,63976550.55,627
0,0.4,DS Juv = 0.1,MNE,99435.3703703704,26828.75,192393.55,27
0,0.4,DS Juv = 0.1,SAT,34329126.515686,10578148.7,65602531.875,405
0,0.4,DS Juv = 0.1,SNE,404265.323529412,113184.65,826587.975,34
0,0.4,DS Juv = 0.2,CAN-NNE,38244331.5339842,14197806.2,76235737.75,398
0,0.4,DS Juv = 0.2,MAT,36091871.9151191,12139818.025,66331556.775,674
0,0.4,DS Juv = 0.2,MNE,100075.387096774,25171.25,198973,31
0,0.4,DS Juv = 0.2,SAT,37928232.8444661,12126260.25,70849080.05,449
0,0.4,DS Juv = 0.2,SNE,366963.170731707,60165,772168,41
0,0.4,DS Juv = 0.3,CAN-NNE,36824159.7455733,13501876.875,70063357.45,395
0,0.4,DS Juv = 0.3,MAT,36988305.5464739,12407952.425,68610591.075,626
0,0.4,DS Juv = 0.3,MNE,120411.636363636,36836,202255.8,33
0,0.4,DS Juv = 0.3,SAT,36590762.6957203,12306497.225,67187769.575,444
0,0.4,DS Juv = 0.3,SNE,429658.464285714,108618,779628.4,28
0,0.4,DS Juv = 0.4,CAN-NNE,36518702.9983281,13202130.725,67607176.825,406
0,0.4,DS Juv = 0.4,MAT,34962082.9230317,12130521.45,66814195.675,613
0,0.4,DS Juv = 0.4,MNE,97668.7,30408.275,188096.75,30
0,0.4,DS Juv = 0.4,SAT,36082070.6120412,11256365.9,67457320.875,439
0,0.4,DS Juv = 0.4,SNE,400863.970588235,123461.175,894879.05,34
0,0.4,DS Juv = 0.5,CAN-NNE,37325736.0506012,12961261.075,70144291.525,397
0,0.4,DS Juv = 0.5,MAT,36190152.4956881,12258641.975,66698281.875,632
0,0.4,DS Juv = 0.5,MNE,94235.15,22921.4,190253.2,20
0,0.4,DS Juv = 0.5,SAT,35435674.6659316,11167415.25,68624492.975,435
0,0.4,DS Juv = 0.5,SNE,400961.612903226,92849.75,952131.5,31
0,0.4,DS Juv = 0.6,CAN-NNE,41577053.5497526,14267238.325,76077520.9,397
0,0.4,DS Juv = 0.6,MAT,35859095.1086863,12140831.85,65346988.9,621
0,0.4,DS Juv = 0.6,MNE,103052.454545455,40210.625,168590.675,22
0,0.4,DS Juv = 0.6,SAT,34847365.9260851,11232774.15,63897616.4,432
0,0.4,DS Juv = 0.6,SNE,482644.047619048,128203.925,1113424.975,42
0,0.4,DS Juv = 0.7,CAN-NNE,38587749.4506043,13455278.575,73394279.85,411
0,0.4,DS Juv = 0.7,MAT,35048938.5146331,12162254.55,64563519.6,570
0,0.4,DS Juv = 0.7,MNE,90944.875,26224.65,175099.3,32
0,0.4,DS Juv = 0.7,SAT,34843514.2227325,11084907.2,66278124.45,439
0,0.4,DS Juv = 0.7,SNE,366106.96,139361.8,723094.6,25
0,0.4,DS Juv = 0.8,CAN-NNE,37186870.0947352,13435670.625,70244910.075,392
0,0.4,DS Juv = 0.8,MAT,34704078.394548,11157662.225,64365089.775,627
0,0.4,DS Juv = 0.8,MNE,109552.375,38611.2,216606.425,32
0,0.4,DS Juv = 0.8,SAT,35671712.0874721,11352832.8,68753493.025,412
0,0.4,DS Juv = 0.8,SNE,424502.75,93617.75,762478.2,32
0,0.4,DS Juv = 0.9,CAN-NNE,38148004.7174115,12844847.775,69341763.1,393
0,0.4,DS Juv = 0.9,MAT,35969009.4041529,12275049.975,67172182.275,670
0,0.4,DS Juv = 0.9,MNE,95965.40625,33853.45,186230.95,32
0,0.4,DS Juv = 0.9,SAT,36123440.7359591,11735940.225,67927937.125,420
0,0.4,DS Juv = 0.9,SNE,431229.571428571,77564.225,834354.775,28
0,0.4,DS Juv = 1,CAN-NNE,41997963.4519843,13127747.325,71767271.175,409
0,0.4,DS Juv = 1,MAT,35094385.5643385,12343862.725,65590072.9,624
0,0.4,DS Juv = 1,MNE,114443.75862069,35772,180085.1,29
0,0.4,DS Juv = 1,SAT,34725442.3479466,11462279.3,67774922.175,426
0,0.4,DS Juv = 1,SNE,425138.133333333,92055.275,812016.175,30
0,0.5,DS Juv = 0,CAN-NNE,39532425.127717,12962139.75,72216240.6,425
0,0.5,DS Juv = 0,MAT,34346900.603888,11972378.55,65931883.325,610
0,0.5,DS Juv = 0,MNE,114442.518518519,35992.75,218111.15,27
0,0.5,DS Juv = 0,SAT,36252550.9571272,11639458.075,66323842.575,405
0,0.5,DS Juv = 0,SNE,397402.379310345,110632.9,821965.7,29
0,0.5,DS Juv = 0.1,CAN-NNE,37494555.8201642,13881166.75,68269751.375,443
0,0.5,DS Juv = 0.1,MAT,34866601.419136,12130411.15,65640051.45,626
0,0.5,DS Juv = 0.1,MNE,100846.692307692,33234.375,179017.125,26
0,0.5,DS Juv = 0.1,SAT,36082644.1953594,12753705.7,67560854.725,453
0,0.5,DS Juv = 0.1,SNE,332379.071428571,103847.625,795576.025,28
0,0.5,DS Juv = 0.2,CAN-NNE,38938008.5890509,13120101.575,72676722.2,369
0,0.5,DS Juv = 0.2,MAT,35278347.2922797,11945348.975,64983783.275,615
0,0.5,DS Juv = 0.2,MNE,86325.32,32855,174468.6,25
0,0.5,DS Juv = 0.2,SAT,34020837.706245,10795999.075,64430126.2,421
0,0.5,DS Juv = 0.2,SNE,351475.793103448,105269.8,789232,29
0,0.5,DS Juv = 0.3,CAN-NNE,37554490.3844495,13013498.75,69387441.35,394
0,0.5,DS Juv = 0.3,MAT,35138687.2237052,12246702.5,68081220.275,616
0,0.5,DS Juv = 0.3,MNE,105092.714285714,32383.5,189871,21
0,0.5,DS Juv = 0.3,SAT,36730998.2667406,11986489.225,67655284.5,440
0,0.5,DS Juv = 0.3,SNE,373263.325,94839.775,866297.025,40
0,0.5,DS Juv = 0.4,CAN-NNE,42781386.4849114,14764696.8,78330577.175,392
0,0.5,DS Juv = 0.4,MAT,37083074.9564757,11830886.725,67669811.375,579
0,0.5,DS Juv = 0.4,MNE,105854.233333333,30629.9,211966.525,30
0,0.5,DS Juv = 0.4,SAT,35592224.2565867,12155809.175,70719577.875,448
0,0.5,DS Juv = 0.4,SNE,490993.692307692,145976.5,949860.65,39
0,0.5,DS Juv = 0.5,CAN-NNE,39069234.0688433,13961706.2,76073907.875,382
0,0.5,DS Juv = 0.5,MAT,35264944.712755,11436884.275,67351600.7,656
0,0.5,DS Juv = 0.5,MNE,94850.6666666667,27282.65,196010.15,27
0,0.5,DS Juv = 0.5,SAT,37041667.5341758,11902066.275,68221246.875,411
0,0.5,DS Juv = 0.5,SNE,443754.222222222,93834.8,765183.1,27
0,0.5,DS Juv = 0.6,CAN-NNE,36896679.4342425,13932709.15,71568384.625,394
0,0.5,DS Juv = 0.6,MAT,35825581.4627057,12312750.125,64985923.025,564
0,0.5,DS Juv = 0.6,MNE,87907.8,33064.85,163051.625,30
0,0.5,DS Juv = 0.6,SAT,34296424.9538755,11842083.025,68046023.3,431
0,0.5,DS Juv = 0.6,SNE,442815.964285714,134786.325,914197.8,28
0,0.5,DS Juv = 0.7,CAN-NNE,38031514.3196512,13362919.725,69751035,414
0,0.5,DS Juv = 0.7,MAT,37147007.2096515,12400329.75,69058684.375,611
0,0.5,DS Juv = 0.7,MNE,88701.3333333333,30043.5,199176.5,21
0,0.5,DS Juv = 0.7,SAT,33491013.3586399,11174866.125,66442496.15,448
0,0.5,DS Juv = 0.7,SNE,344050.078947368,99164.825,737978.35,38
0,0.5,DS Juv = 0.8,CAN-NNE,36452919.8899204,12505528.35,65384538.975,355
0,0.5,DS Juv = 0.8,MAT,34736367.5630205,12339161.625,65914642.625,545
0,0.5,DS Juv = 0.8,MNE,96663.2857142857,35120.625,214261.125,28
0,0.5,DS Juv = 0.8,SAT,35449555.6017316,11559198.175,64127675.9,408
0,0.5,DS Juv = 0.8,SNE,437169.125,141654.975,726439.125,24
0,0.5,DS Juv = 0.9,CAN-NNE,39962445.956047,14799854.6,68874423.025,362
0,0.5,DS Juv = 0.9,MAT,36061384.9264051,11834345.225,68032279.675,620
0,0.5,DS Juv = 0.9,MNE,102390.5625,27797.1,169775.125,32
0,0.5,DS Juv = 0.9,SAT,36070272.4591633,11908658.85,68037317.825,436
0,0.5,DS Juv = 0.9,SNE,438809.682926829,127708,895570,41
0,0.5,DS Juv = 1,CAN-NNE,35924604.1989673,11746777.3,71162017.3,373
0,0.5,DS Juv = 1,MAT,36568299.4766554,12205526.525,67022992.65,629
0,0.5,DS Juv = 1,MNE,103422.088235294,32276.275,198556.9,34
0,0.5,DS Juv = 1,SAT,35656421.7858157,11329716.275,69589177.2,434
0,0.5,DS Juv = 1,SNE,444543,97978.7,880821.725,28
0,0.6,DS Juv = 0,CAN-NNE,39391748.8816783,13290824.2,72783029.325,381
0,0.6,DS Juv = 0,MAT,35778108.0389012,11982247.4,67235806.675,662
0,0.6,DS Juv = 0,MNE,107174.4,23941.9,210698.75,35
0,0.6,DS Juv = 0,SAT,35216815.600832,11979098.175,71101076.375,443
0,0.6,DS Juv = 0,SNE,367524.2,111033.325,649783.075,30
0,0.6,DS Juv = 0.1,CAN-NNE,35700513.1131396,12369502.5,72653719.225,411
