upstream,downstream,downstream_j,pop,lwr,upr,samp
0,0.6,DS Juv = 0.6,106198578,37824919.05,214054920.2,1490
0,0.6,DS Juv = 0.7,103895706,37232883.425,203084234.375,1478
0,0.6,DS Juv = 0.8,109279492,36601214.275,207769813.825,1451
0,0.6,DS Juv = 0.9,107869264,39112010.225,204304864.025,1484
0,0.6,DS Juv = 1,110273311,37626557.3,202602076.65,1484
0,0.7,DS Juv = 0,107020174.5,37980713.125,211336130.175,1525
0,0.7,DS Juv = 0.1,110470478.5,39448968.45,209080676.425,1462
0,0.7,DS Juv = 0.2,106149309.5,37419786.35,206672627.4,1523
0,0.7,DS Juv = 0.3,104993401,36834400.325,205326307.875,1418
0,0.7,DS Juv = 0.4,104515776,36606370.65,201390722.2,1511
0,0.7,DS Juv = 0.5,105736404.5,35573989.225,204516649.35,1576
0,0.7,DS Juv = 0.6,111883001,36913264.525,206343141.675,1475
0,0.7,DS Juv = 0.7,111481468,39456282.525,207318529.975,1539
0,0.7,DS Juv = 0.8,103346948,36489927.025,212245306.875,1542
0,0.7,DS Juv = 0.9,105975586.5,35828438.15,209823401.1,1555
0,0.7,DS Juv = 1,112647990,36074913.9,212900494.1,1574
0,0.8,DS Juv = 0,103485591.5,36529245.075,206455637.325,1550
0,0.8,DS Juv = 0.1,103875974.5,36961304.525,202383146.45,1460
0,0.8,DS Juv = 0.2,113397553,37037849.15,214992372.875,1505
0,0.8,DS Juv = 0.3,107200099,37216316.575,207672631.6,1534
0,0.8,DS Juv = 0.4,107899186,39634996.275,202433776.9,1459
0,0.8,DS Juv = 0.5,107300632.5,36449207.075,205027743.425,1491
0,0.8,DS Juv = 0.6,105595505.5,36981461.025,201979998.25,1507
0,0.8,DS Juv = 0.7,109264678.5,35998588.825,204419119.075,1529
0,0.8,DS Juv = 0.8,109348558.5,37197017.05,208575917.725,1593
0,0.8,DS Juv = 0.9,111915648.5,38390844.95,212568305.575,1463
0,0.8,DS Juv = 1,107959232,38196598.475,209907657.55,1522
0,0.9,DS Juv = 0,108243844,35533021.65,206473728.6,1550
0,0.9,DS Juv = 0.1,105183029.5,35948266.775,205967797.5,1551
0,0.9,DS Juv = 0.2,104179133,36453465.7,204417661.45,1445
0,0.9,DS Juv = 0.3,107799349,34748211.275,214932822.3,1531
0,0.9,DS Juv = 0.4,103449301,36300544.9,201518281.625,1506
0,0.9,DS Juv = 0.5,108969063,37575181.55,204530811.8,1498
0,0.9,DS Juv = 0.6,104628794.5,37328888,204045231.025,1525
0,0.9,DS Juv = 0.7,110443991,38296581.95,207876939.725,1467
0,0.9,DS Juv = 0.8,97868839,36100215.075,203855212.275,1553
0,0.9,DS Juv = 0.9,104503902,36959625.375,203298870,1494
0,0.9,DS Juv = 1,105413842.5,37581907.575,208890697.875,1475
0,1,DS Juv = 0,107571900.5,36789643.3,205485419.6,1488
0,1,DS Juv = 0.1,102635205,35920450.05,204898349.225,1447
0,1,DS Juv = 0.2,107048428.5,36708818.525,202339214.5,1520
0,1,DS Juv = 0.3,106376377.5,35707258.625,207076272.225,1474
0,1,DS Juv = 0.4,104174351.5,36360292.025,204454449.85,1482
0,1,DS Juv = 0.5,111124484,36883268,208124061.375,1460
0,1,DS Juv = 0.6,106503344.5,36020285.85,209183978.825,1464
0,1,DS Juv = 0.7,112520204.5,38395582.625,201481730.25,1516
0,1,DS Juv = 0.8,109266309,36217682.1,206955463.825,1442
0,1,DS Juv = 0.9,104271916.5,36783489.875,203927534.525,1508
0,1,DS Juv = 1,109527361,36177841.525,206547112.925,1498
0.1,0,DS Juv = 0,102028950,36146960.975,201724191.425,1506
0.1,0,DS Juv = 0.1,105787875,38198464.725,200041990.375,1527
0.1,0,DS Juv = 0.2,100460839,34927345.9,202459401.725,1491
0.1,0,DS Juv = 0.3,102869540,37402757.65,205761339,1503
0.1,0,DS Juv = 0.4,111553235.5,36989914.575,211878763.25,1446
0.1,0,DS Juv = 0.5,109106461.5,38043174.8,201440466.075,1450
0.1,0,DS Juv = 0.6,104785764,38702377.075,204041954.5,1490
0.1,0,DS Juv = 0.7,102050145,36512672.675,206866486.625,1521
0.1,0,DS Juv = 0.8,105972730.5,36605463.15,215255127.475,1468
0.1,0,DS Juv = 0.9,108928757.5,35449840.325,212583790.725,1481
0.1,0,DS Juv = 1,102093910,37384574,209333434.525,1465
0.1,0.1,DS Juv = 0,106773093.5,36021178.875,213825280.575,1529
0.1,0.1,DS Juv = 0.1,106517030,35902200.6,204989434.35,1513
0.1,0.1,DS Juv = 0.2,107963885,35378681.575,204184552.875,1542
0.1,0.1,DS Juv = 0.3,103428857,37060516.025,206423146.15,1476
0.1,0.1,DS Juv = 0.4,103386677.5,35173612.375,203338058.075,1500
0.1,0.1,DS Juv = 0.5,106323929.5,36458355.825,207433782.95,1508
0.1,0.1,DS Juv = 0.6,105746521,34985729.075,214205796.35,1489
0.1,0.1,DS Juv = 0.7,103259344.5,36896651.275,205290180.175,1487
0.1,0.1,DS Juv = 0.8,104613915,39022972.225,205086193.45,1439
0.1,0.1,DS Juv = 0.9,110401956,37226098.075,211808529,1515
0.1,0.1,DS Juv = 1,108030809.5,38277938.65,218019285.025,1469
0.1,0.2,DS Juv = 0,106694534.5,36053640.325,207333651.425,1515
0.1,0.2,DS Juv = 0.1,109740367,35661121.525,203644872.9,1524
0.1,0.2,DS Juv = 0.2,110137756,37567574.35,205997772.15,1506
0.1,0.2,DS Juv = 0.3,105251211.5,36574183.925,204976728.775,1563
0.1,0.2,DS Juv = 0.4,97032411,35790616.975,204782843.8,1484
0.1,0.2,DS Juv = 0.5,102477486.5,37285555.4,207003802.6,1475
0.1,0.2,DS Juv = 0.6,106519349,37775867.85,208155235.875,1428
0.1,0.2,DS Juv = 0.7,107830358,36135827.075,207758509.45,1591
0.1,0.2,DS Juv = 0.8,110716479.5,36107191.3,207359690.8,1460
0.1,0.2,DS Juv = 0.9,111525483.5,37652187.9,211350454.95,1461
0.1,0.2,DS Juv = 1,109341451.5,36983684.125,209441100.2,1569
0.1,0.3,DS Juv = 0,105472258.5,36717172.525,198179455.975,1478
0.1,0.3,DS Juv = 0.1,108985611.5,34597156.9,203296370.775,1477
0.1,0.3,DS Juv = 0.2,99316202,34889496.9,204058112.15,1482
0.1,0.3,DS Juv = 0.3,103869087,35951670.275,210744287.6,1523
0.1,0.3,DS Juv = 0.4,110230762.5,35695925.15,208459972.225,1464
0.1,0.3,DS Juv = 0.5,108295782,37470073.475,210233299.3,1581
0.1,0.3,DS Juv = 0.6,107408161.5,37057789.325,202227593.425,1462
0.1,0.3,DS Juv = 0.7,105280029,37242500.675,206485426.2,1546
0.1,0.3,DS Juv = 0.8,110884339.5,36106452.825,206074331.125,1503
0.1,0.3,DS Juv = 0.9,102174883.5,37655094.775,213314730.775,1543
0.1,0.3,DS Juv = 1,99320622,35863652.1,201615980.825,1533
0.1,0.4,DS Juv = 0,103035348,35482424.875,199222678.55,1460
0.1,0.4,DS Juv = 0.1,105841936,35997708.225,204481576,1470
0.1,0.4,DS Juv = 0.2,111805640,38807422.875,199208241.125,1488
0.1,0.4,DS Juv = 0.3,108662949.5,37572857.875,205638764.85,1509
0.1,0.4,DS Juv = 0.4,108125974.5,36009721.275,206634363.9,1516
0.1,0.4,DS Juv = 0.5,110235901.5,37347473.1,205222423.15,1445
0.1,0.4,DS Juv = 0.6,104383002,36849983.125,204838132.25,1493
0.1,0.4,DS Juv = 0.7,103736159.5,38149405.95,203451148.875,1454
0.1,0.4,DS Juv = 0.8,105595360,34787785.725,208841916.4,1499
0.1,0.4,DS Juv = 0.9,113088316,36515023.625,209919527.75,1501
0.1,0.4,DS Juv = 1,107015719.5,37401902.625,216559594.425,1582
0.1,0.5,DS Juv = 0,109213378.5,37272359.675,211429005.625,1550
0.1,0.5,DS Juv = 0.1,102751193.5,35594105.375,213726043.1,1512
0.1,0.5,DS Juv = 0.2,104876009,36218170.55,209868966.975,1481
0.1,0.5,DS Juv = 0.3,107049275,37730188.7,203399937.775,1517
0.1,0.5,DS Juv = 0.4,105625776.5,37422278.025,209028153.525,1489
0.1,0.5,DS Juv = 0.5,105601705,37664754.475,209911089.925,1459
0.1,0.5,DS Juv = 0.6,105598904,38417928.1,204010298,1490
0.1,0.5,DS Juv = 0.7,106833030,37738656.6,205938644.775,1515
0.1,0.5,DS Juv = 0.8,96957302,34656005.3,205836131.05,1550
0.1,0.5,DS Juv = 0.9,109914201,41336549.35,205816791.1,1490
0.1,0.5,DS Juv = 1,109094890.5,36521752.925,208284512.8,1479
0.1,0.6,DS Juv = 0,111082780,38178626.95,202664113.2,1481
0.1,0.6,DS Juv = 0.1,110507853,35859091,207537009.55,1448
0.1,0.6,DS Juv = 0.2,110015006.5,34974414.8,205607340.175,1462
0.1,0.6,DS Juv = 0.3,106136033,35890671.3,204092469.175,1501
0.1,0.6,DS Juv = 0.4,110291886.5,34304217.55,213230831.6,1474
0.1,0.6,DS Juv = 0.5,109473263.5,35882249.525,206012720.75,1520
0.1,0.6,DS Juv = 0.6,107401135.5,35637625.425,209637379.6,1568
0.1,0.6,DS Juv = 0.7,106670185,37934542.925,211182453.35,1485
0.1,0.6,DS Juv = 0.8,107587711.5,36342854.275,207883864,1486
0.1,0.6,DS Juv = 0.9,102357146.5,36525330.3,213528827.35,1457
0.1,0.6,DS Juv = 1,100257270.5,37777957.35,205254061.9,1473
0.1,0.7,DS Juv = 0,100865814,35963307.95,204191848.925,1494
0.1,0.7,DS Juv = 0.1,109077082,35529752.925,207076782.35,1512
0.1,0.7,DS Juv = 0.2,110370341.5,36174231.575,209423189.675,1607
0.1,0.7,DS Juv = 0.3,107844401.5,36028000.875,205054812.45,1602
0.1,0.7,DS Juv = 0.4,102734340.5,37298097.9,205820833.9,1588
0.1,0.7,DS Juv = 0.5,106818763,38091140.525,204616150.7,1545
0.1,0.7,DS Juv = 0.6,113307044,38765847.6,208178087.95,1533
0.1,0.7,DS Juv = 0.7,102121530.5,36992653.075,207177272.9,1498
0.1,0.7,DS Juv = 0.8,114593781.5,38134466.375,213801110.85,1511
0.1,0.7,DS Juv = 0.9,109442189.5,37792064.625,207197061.8,1516
0.1,0.7,DS Juv = 1,112096128.5,38659774.15,217682381.825,1464
0.1,0.8,DS Juv = 0,107653934.5,38960728.325,205580993.725,1533
0.1,0.8,DS Juv = 0.1,113742878.5,38340740.975,207203296.325,1485
0.1,0.8,DS Juv = 0.2,107285368.5,36814836.35,203865523.2,1482
0.1,0.8,DS Juv = 0.3,112173257,39679131.675,213136428.425,1517
0.1,0.8,DS Juv = 0.4,106985882,36596809.55,204986902.05,1524
0.1,0.8,DS Juv = 0.5,101426691,37409508.15,202811957.575,1489
0.1,0.8,DS Juv = 0.6,106859298,36197561.225,208042767.75,1567
0.1,0.8,DS Juv = 0.7,113569429,38466827.2,214950993.875,1493
0.1,0.8,DS Juv = 0.8,107948665.5,36876484.675,212939039.025,1522
0.1,0.8,DS Juv = 0.9,108871412,37569100.9,206331023.125,1426
0.1,0.8,DS Juv = 1,106135375,36768524.125,209607705.175,1525
0.1,0.9,DS Juv = 0,110963170.5,36202961.925,206925807.525,1480
0.1,0.9,DS Juv = 0.1,100369024.5,36830150.6,208431596.65,1494
0.1,0.9,DS Juv = 0.2,111958201.5,37643034.175,214061249.75,1462
0.1,0.9,DS Juv = 0.3,111077582.5,37981731.15,206637439.925,1549
0.1,0.9,DS Juv = 0.4,110380595,37349214.2,216644936.275,1427
0.1,0.9,DS Juv = 0.5,100929067,35625621.925,207276885.575,1477
0.1,0.9,DS Juv = 0.6,107598537.5,38266993.65,212716236,1469
0.1,0.9,DS Juv = 0.7,110626036,38346424.775,210293748.65,1504
0.1,0.9,DS Juv = 0.8,109223304.5,36966919.175,215177734.775,1515
0.1,0.9,DS Juv = 0.9,103509709.5,38359057.575,211578568.05,1452
0.1,0.9,DS Juv = 1,111982060.5,37193271.875,215554451.2,1589
0.1,1,DS Juv = 0,106574910,35430591.025,206024833.725,1453
0.1,1,DS Juv = 0.1,104831611.5,36143974.55,205928672.15,1464
0.1,1,DS Juv = 0.2,112329578,34784897.6,211731940.45,1479
0.1,1,DS Juv = 0.3,108624556,36977379.325,203964278.55,1524
0.1,1,DS Juv = 0.4,107778691.5,39126622.475,207605899.875,1499
0.1,1,DS Juv = 0.5,107136086.5,36626062.65,208796697.45,1442
0.1,1,DS Juv = 0.6,104067798.5,34728328.875,204319749.525,1552
0.1,1,DS Juv = 0.7,110204856.5,38718154,211063525.45,1471
0.1,1,DS Juv = 0.8,111671278,37826358.65,208980978.225,1474
0.1,1,DS Juv = 0.9,114364795,38958713.925,217893908.275,1484
0.1,1,DS Juv = 1,112518073.5,37100433.55,209217246.925,1412
0.2,0,DS Juv = 0,109758965.5,32944372.8,200348678.525,1485
0.2,0,DS Juv = 0.1,103860660,33548687.8,193543026.15,1484
0.2,0,DS Juv = 0.2,100922882.5,35906861.65,195330033.85,1536
0.2,0,DS Juv = 0.3,97299420,33753113.575,202561957.475,1551
0.2,0,DS Juv = 0.4,106028364,37675029.85,202444661.175,1504
0.2,0,DS Juv = 0.5,105856679,38780781.9,201605980.625,1525
0.2,0,DS Juv = 0.6,101765187.5,35611062.5,201813135.25,1488
0.2,0,DS Juv = 0.7,110258631,34722259.875,207762832.175,1428
0.2,0,DS Juv = 0.8,107174703.5,36942323.875,206936072.375,1551
0.2,0,DS Juv = 0.9,108681875.5,35434524.525,206264869.2,1501
0.2,0,DS Juv = 1,104850878,36002551.675,199739923.375,1578
0.2,0.1,DS Juv = 0,101858779,35803861.725,198008586.35,1440
0.2,0.1,DS Juv = 0.1,96711231,34406660.125,199024130.55,1504
0.2,0.1,DS Juv = 0.2,104316819.5,36540898.7,198861038.3,1485
0.2,0.1,DS Juv = 0.3,104440059.5,35268364.3,200733070.175,1540
0.2,0.1,DS Juv = 0.4,105703246.5,34216138.925,198903981.05,1514
0.2,0.1,DS Juv = 0.5,112189027.5,36285947.025,212612143.925,1565
0.2,0.1,DS Juv = 0.6,104324192,36595721.9,205037978.3,1488
0.2,0.1,DS Juv = 0.7,112017670,35964693.325,200548658.375,1452
0.2,0.1,DS Juv = 0.8,107138386.5,36174510.4,208321577.15,1519
0.2,0.1,DS Juv = 0.9,110198862,37911624.675,204621535.425,1477
0.2,0.1,DS Juv = 1,108582600,36681692.85,207570004.175,1533
0.2,0.2,DS Juv = 0,105604400.5,34849382.9,192397046.5,1494
0.2,0.2,DS Juv = 0.1,104264622.5,33862507.7,197353307.575,1541
0.2,0.2,DS Juv = 0.2,106338162.5,36756595.55,206412515.525,1524
0.2,0.2,DS Juv = 0.3,106910321,36166934.075,198794523.7,1523
0.2,0.2,DS Juv = 0.4,104453826,36967613.975,200726658.65,1537
0.2,0.2,DS Juv = 0.5,108447722,34994545.825,206648444.75,1505
0.2,0.2,DS Juv = 0.6,111872128.5,34034197.9,211996817.375,1533
0.2,0.2,DS Juv = 0.7,102765702.5,34839210.3,205061142.05,1482
0.2,0.2,DS Juv = 0.8,107793683.5,38008137.025,204782635,1485
0.2,0.2,DS Juv = 0.9,105441217.5,37743682.3,207545471.675,1526
0.2,0.2,DS Juv = 1,107074837.5,37064106.35,206523274,1546
0.2,0.3,DS Juv = 0,112976879.5,36138798.025,204724703.1,1506
0.2,0.3,DS Juv = 0.1,95320064.5,34640998.3,200883733.575,1519
0.2,0.3,DS Juv = 0.2,99743890.5,33571992.45,197069479.6,1523
0.2,0.3,DS Juv = 0.3,109219128,34912276.925,204650897.85,1522
0.2,0.3,DS Juv = 0.4,105067045.5,34454441.625,196813592.475,1447
0.2,0.3,DS Juv = 0.5,106392307.5,36465454.475,202783020.375,1529
0.2,0.3,DS Juv = 0.6,105364899.5,36261929.4,202833870.4,1511
0.2,0.3,DS Juv = 0.7,106673316.5,36265453.175,195455738.175,1504
0.2,0.3,DS Juv = 0.8,107711972,36734332.375,214337628.575,1548
0.2,0.3,DS Juv = 0.9,106826149.5,34783511.3,204589423.525,1466
0.2,0.3,DS Juv = 1,111463365,37832138.7,210211965.425,1537
0.2,0.4,DS Juv = 0,97243991.5,35427267.3,203539952.2,1517
0.2,0.4,DS Juv = 0.1,104456359.5,33482933.975,202187183,1476
0.2,0.4,DS Juv = 0.2,104312129.5,35699774.05,200094824.95,1506
0.2,0.4,DS Juv = 0.3,108683347.5,37258448,202736323.95,1511
0.2,0.4,DS Juv = 0.4,104477683,35586002.575,203217047.225,1454
0.2,0.4,DS Juv = 0.5,107551190,37426528.525,205730814.675,1564
0.2,0.4,DS Juv = 0.6,103274221.5,36559229.45,206170322.05,1467
0.2,0.4,DS Juv = 0.7,102586723.5,35159779.05,208282269.5,1568
0.2,0.4,DS Juv = 0.8,112024127.5,37216623.5,208103493.4,1528
0.2,0.4,DS Juv = 0.9,101294204,38233209,201587824.15,1558
0.2,0.4,DS Juv = 1,114647886.5,36579110.8,214596614.1,1469
0.2,0.5,DS Juv = 0,105630215,36070387.175,205962594.275,1490
0.2,0.5,DS Juv = 0.1,103562248.5,35757128.925,204893837.175,1541
0.2,0.5,DS Juv = 0.2,98432945.5,35919301.575,193932747.325,1532
0.2,0.5,DS Juv = 0.3,104966042.5,34949148.6,203278722.3,1553
0.2,0.5,DS Juv = 0.4,110049310,36999595.675,201768177.2,1557
0.2,0.5,DS Juv = 0.5,103872060,36986831.05,202479396.1,1504
0.2,0.5,DS Juv = 0.6,109043821,33184658.625,210031905.375,1608
0.2,0.5,DS Juv = 0.7,107931975,36787866.125,211058235.55,1507
0.2,0.5,DS Juv = 0.8,110821322.5,36166378.675,210752976.275,1497
0.2,0.5,DS Juv = 0.9,106825386,36373604.475,207108156.4,1629
0.2,0.5,DS Juv = 1,111310172.5,36863530.4,216556314.4,1453
0.2,0.6,DS Juv = 0,106719131.5,35824806.45,205349507.525,1579
0.2,0.6,DS Juv = 0.1,107480203,33548747.625,204366905.15,1529
0.2,0.6,DS Juv = 0.2,109468301.5,36166142.2,200236317.5,1483
0.2,0.6,DS Juv = 0.3,108397971,36333739,202261000.325,1543
0.2,0.6,DS Juv = 0.4,111904228,38223879.7,206414310.3,1454
0.2,0.6,DS Juv = 0.5,109875357.5,35088895.975,198580102.425,1485
0.2,0.6,DS Juv = 0.6,105048932,38065346.275,210162597.75,1475
0.2,0.6,DS Juv = 0.7,107698375.5,38223327.15,208983607.3,1465
0.2,0.6,DS Juv = 0.8,106176506,35818443.8,211455062.325,1473
0.2,0.6,DS Juv = 0.9,109628606,40952137.775,205822293.275,1539
0.2,0.6,DS Juv = 1,105764127,37105660.225,210023900.175,1519
0.2,0.7,DS Juv = 0,105971654.5,35494615.85,205481105.225,1506
0.2,0.7,DS Juv = 0.1,109106602,34709563.775,206657446.725,1406
0.2,0.7,DS Juv = 0.2,103052415.5,35856534.275,203491947.325,1510
0.2,0.7,DS Juv = 0.3,109351909,38289468.35,209722231.75,1463
0.2,0.7,DS Juv = 0.4,104826763.5,36081847.825,209722569.9,1510
0.2,0.7,DS Juv = 0.5,112109905,37075330.75,212987858.375,1557
0.2,0.7,DS Juv = 0.6,106974670.5,37145639.225,214936313.05,1577
0.2,0.7,DS Juv = 0.7,109483919,37966061.4,212161573.3,1485
0.2,0.7,DS Juv = 0.8,105255160,37415970.45,207351945.05,1484
0.2,0.7,DS Juv = 0.9,104409872,36289650.6,208186942.375,1535
0.2,0.7,DS Juv = 1,111258124,38059411,222084822.025,1460
0.2,0.8,DS Juv = 0,101930024,34475734.775,203955796.825,1548
0.2,0.8,DS Juv = 0.1,106604161.5,33438398.925,202798325.625,1495
0.2,0.8,DS Juv = 0.2,112661509.5,34618844.375,207814275.025,1481
0.2,0.8,DS Juv = 0.3,107993778.5,35199353.175,207958494.2,1538
0.2,0.8,DS Juv = 0.4,109434950,37186799.85,208510605.9,1509
0.2,0.8,DS Juv = 0.5,105351260.5,37930343.45,196536811.925,1472
0.2,0.8,DS Juv = 0.6,105431175.5,38878052.35,217435820.3,1479
0.2,0.8,DS Juv = 0.7,109084276.5,38069376.5,212947205.425,1490
0.2,0.8,DS Juv = 0.8,106472289,38357336.575,214289876.075,1497
0.2,0.8,DS Juv = 0.9,106229931.5,37997545.575,216419728.275,1487
0.2,0.8,DS Juv = 1,107994149,40578190.275,204808199.75,1446
0.2,0.9,DS Juv = 0,103880476,37467135,200353810.575,1503
0.2,0.9,DS Juv = 0.1,106450900.5,35502715.45,200212602.25,1524
0.2,0.9,DS Juv = 0.2,108100880,36075210.875,206774882.025,1498
0.2,0.9,DS Juv = 0.3,112528213,37899401.725,208805645.075,1484
0.2,0.9,DS Juv = 0.4,108885657.5,38408633.225,209125048.025,1430
0.2,0.9,DS Juv = 0.5,111630145,37734788.925,211507621.325,1531
0.2,0.9,DS Juv = 0.6,115390542,37889934.05,205637839.575,1432
0.2,0.9,DS Juv = 0.7,112676648.5,37628102.4,215766114.5,1572
0.2,0.9,DS Juv = 0.8,112980816,37670007.1,208537188.525,1523
0.2,0.9,DS Juv = 0.9,110902106.5,38462282.275,206154719.375,1465
0.2,0.9,DS Juv = 1,116577612,40869549.075,219740241.025,1492
0.2,1,DS Juv = 0,111482502.5,35760044.275,211070123.375,1566
0.2,1,DS Juv = 0.1,109509437,37595565.95,206860923.3,1507
0.2,1,DS Juv = 0.2,106470717,36363245.7,209550038.5,1613
0.2,1,DS Juv = 0.3,111639021,34658401.575,210234065.65,1527
0.2,1,DS Juv = 0.4,107799331,36397813.15,208826599.1,1498
0.2,1,DS Juv = 0.5,108736549.5,35620553.525,213123717.625,1477
0.2,1,DS Juv = 0.6,108160784.5,36669818.4,209454261.025,1449
0.2,1,DS Juv = 0.7,109983377.5,36395385.9,213316807.675,1536
0.2,1,DS Juv = 0.8,114357806,38548716.925,213197079.775,1513
0.2,1,DS Juv = 0.9,107624498,37456025.45,213580917.075,1532
0.2,1,DS Juv = 1,110569318,37891679.025,220812035.5,1501
0.3,0,DS Juv = 0,97650563,32171727.55,202593666.05,1590
0.3,0,DS Juv = 0.1,104841071.5,35133180.95,192735513.6,1550
0.3,0,DS Juv = 0.2,98165361.5,32028493.6,191302392.425,1498
0.3,0,DS Juv = 0.3,96674918,32345652.775,199762367.725,1496
0.3,0,DS Juv = 0.4,105769373.5,36842252.3,198215461,1443
0.3,0,DS Juv = 0.5,102350451.5,34662677.7,201985806.85,1518
0.3,0,DS Juv = 0.6,110562363.5,33675928.9,200122299.25,1474
0.3,0,DS Juv = 0.7,110703528,35845516.85,201330404.625,1507
0.3,0,DS Juv = 0.8,110086237,34312636.225,209824936.725,1535
